id,ra,dec,luminosity_distance
GW150914_095045,2.216116171456804,-1.2259035208296045,509.14230092272595
GW151012_095443,4.140776706061665,-0.35292665487901576,1025.7864769007176
GW151226_033853,3.479624235971002,-0.2032211184443451,458.0272001176163
GW170104_101158,2.006041128053049,0.19265105363934976,856.494592468044
GW170608_020116,2.1075901251177505,0.4157659727934437,191.1227922904778
GW170729_185629,5.829603454731917,-1.2442601246483114,2934.1526984239686
GW170809_082821,0.2416427084550392,-0.5387537419047361,958.326440432686
GW170814_103043,0.8008043732126993,-0.8056825946045136,641.9002078804415
GW170818_022509,5.952557198077024,0.37130935640601215,1166.8263149367172
GW170823_131358,4.534893765404419,-0.6759009963049003,2655.322512505634
GW190403_051519,4.030531684849592,0.7299025487910822,6845.728547322809
GW190408_181802,6.121886412827145,0.9284342297563164,1392.3582899747512
GW190412_053044,3.819356832760839,0.6216145465611382,724.4973450195514
GW190413_052954,1.1422166001966474,-0.7960671307385843,3488.1275079993347
GW190413_134308,2.7369231743896165,-0.5713687060341965,1859.8949245040887
GW190421_213856,3.4563233566812386,-0.5450070802270539,3459.1571804264377
GW190426_190642,4.303386823973078,0.566763845322181,5362.91729358105
GW190503_185404,1.621764959438444,-0.8996545269700822,883.9141469515068
GW190512_180714,4.364991941827661,-0.45455363208795596,1365.1221430787862
GW190513_205428,5.023370057788981,-0.4966147139136621,1926.8832137549728
GW190514_065416,3.599746797995529,0.7537459993673647,6715.080123940835
GW190517_055101,4.077734181027779,-0.8337372845849989,944.6772003938135
GW190519_153544,3.22172031217373,-0.33697485292626883,4113.781933709192
GW190521_030229,0.0219916200354362,-0.8982817511615009,2511.7659887716795
GW190521_074359,4.4936543523132,-0.10188702671301497,714.0554975394233
GW190527_092055,5.165114034668434,-0.2417441021028277,3200.4706336032673
GW190602_175927,1.2742648909370828,-0.17342471245241842,3870.0332245114505
GW190620_030421,4.305027055565361,0.7791723416994706,3209.219421366445
GW190630_185205,2.7864909342828312,0.9346686795723201,683.993516458919
GW190701_203306,0.6489746745838687,-0.12682862507979253,2391.8737982071
GW190706_222641,2.9090897101748325,0.8410875207971545,5382.087080165037
GW190707_093326,4.89101256484624,-0.26848175656400436,293.3844404736041
GW190708_232457,3.712965907054418,1.0009865482622566,1019.5409818645954
GW190719_215514,2.644368852017749,0.6935519609153117,5299.20807612615
GW190720_000836,5.199957631541428,0.6276231169306055,690.201002852712
GW190725_174728,5.02570793255416,-0.20944628158947876,950.7586379357602
GW190727_060333,2.4923540316333614,-1.209574228061728,3453.879373683946
GW190728_064510,5.500141204562954,0.17030489443584026,508.6015080096959
GW190731_140936,3.287073372643299,-1.0993085278864574,5912.302573941174
GW190803_022701,1.6332470169912625,-0.19890741688804714,3641.390501378495
GW190805_211137,6.09176305692182,-0.11207124882922637,7926.034645239551
GW190814_211039,0.22191948410567708,-0.41732487978039645,231.74620375775527
GW190828_063405,2.4616176628356,-0.424234693837098,2272.6618694310305
GW190828_065509,2.527881774275123,-0.8623469356142879,2011.0148241255774
GW190910_112807,4.349489690306626,-0.7900662359906478,1403.1469624920053
GW190915_235702,3.4143595371827615,0.34743243542044433,1504.3842895662474
GW190916_200658,0.4609243879977427,-0.9507550987497648,7016.290511309503
GW190917_114630,4.739935608175782,-0.7645715567731494,484.1519091349257
GW190924_021846,2.2120724128233054,0.34303296265317973,326.05496854229773
GW190925_232845,3.161151017982405,-0.3297362544597646,932.453455364608
GW190926_050336,5.924775375740495,0.557595966464705,2818.5813262197257
GW190929_012149,1.785697322595091,-0.5694513480103156,1514.3538928041
GW190930_133541,5.569111054594487,0.6636412789995336,770.625484605898
GW191103_012549,4.043837439209895,1.4158020862692358,1007.0891347780336
GW191105_143521,0.8236394458048224,-0.8094713997492811,429.06436552562013
GW191109_010717,3.730943133832227,-0.630875819578621,556.4701303041801
GW191113_071753,3.9885454055169873,-0.5019145586571492,794.266994670258
GW191126_115259,2.1643593976556446,0.6081528029968557,2010.6050824196905
GW191127_050227,1.2182393403030503,1.4755431243661061,1491.2097360429907
GW191129_134029,5.692492322954507,-0.6895738841121974,693.1441852811206
GW191204_110529,2.041024440265076,0.13919734386691207,2518.861116104323
GW191204_171526,1.877108449500568,-0.735532575154993,411.40941435940795
GW191215_223052,5.7050225595398345,0.3487593151779902,1209.0637181803497
GW191216_213338,5.546676868542974,0.5542386370273746,362.5564361027704
GW191222_033537,3.81569413468133,-0.8647541697031778,2423.220616839745
GW191230_180458,5.052236833894625,0.6806691950196273,4594.224094905995
GW200105_162426,0.7943399249395071,-0.23746717496294623,225.24045574389268
GW200112_155838,4.502263004708574,0.9065083672725883,1585.8851571993982
GW200128_022011,4.201775348386661,-0.9337127061644801,4627.836485108543
GW200129_065458,5.553763898571937,0.09477498129492656,791.313676875303
GW200202_154313,2.5517572415865715,0.3275445136801054,227.43910518071237
GW200208_130117,2.432916400916298,-0.6008586743005835,1704.8642740789817
GW200208_222617,0.47858237190224173,0.9472965127054581,2805.7610927143196
GW200209_085452,1.5671703475774237,-0.6177602968684264,953.6625356702655
GW200210_092254,3.3846544941842325,0.5345660535334642,774.2896662322532
GW200216_220804,5.549494717303077,0.07981643594923304,1523.2038419169935
GW200219_094415,0.3150678803598552,-0.4247639842579993,4386.341760267475
GW200220_061928,2.4974428102424326,-0.2932913626862066,9472.225462662833
GW200220_124850,3.842449596602023,0.3920967713764092,5260.863358407683
GW200224_222234,3.050654724133011,-0.16712575394750373,1495.5156090905161
GW200225_060421,1.795645173012197,0.6037234211630302,962.397228570332
GW200302_015811,1.5861081476278898,1.116472786845307,1156.2878070759293
GW200306_093714,1.6055657044471658,1.3396352071196065,2658.7822337893217
GW200308_173609,0.2918772696613843,0.9371134447141997,6524.022066915108
GW200311_115853,0.04880293379906675,-0.16128963890506864,920.3636725903729
GW200316_215756,1.5019364419658956,0.8429868038645901,964.2083815648116
GW200322_091133,3.7659059532467367,0.6261309082784827,3818.3671878312252
